SAMPLE_ID,MPO_Score,Z_AUC 809387,Z_AUC 810089,Z_AUC 809405,Z_AUC average,Z_AUC 840907,Z_AUC 1036743,Z_AUC 803493,Z_AUC 787193,Z_AUC 783779
NCGC00163424,2.7,-1.864618202,-1.853561925,-1.795718017,-2.022114375,-1.502947923,-2.720953703,-2.605449031,-1.702081989,-2.131584214
NCGC00018294,2.7,1.016980313,0.566641298,0.587191203,0.371003265,0.521241409,0.265379723,-0.131103353,0.201558355,-0.05986283
NCGC00182713,2.7,-0.156239689,-0.094390052,0.209268728,-0.115853723,-0.050051672,-0.624948265,-0.014779013,-0.068073398,-0.127616425
NCGC00386361,2.7,0.170981279,0.454683283,0.625460761,-0.010354559,0.391547339,-0.15177659,-0.414891014,-1.093915065,-0.064926465
NCGC00346633,2.7,-0.718303485,-1.122394743,-1.159710187,-1.588751258,-0.85593786,-2.049454786,-2.860010734,-1.197400231,-2.746798034
NCGC00344510,2.7,-0.557048831,-1.068535968,-0.896646232,-0.85317969,-0.98413855,-1.119503515,-0.350327328,-0.736963685,-1.112273414
NCGC00159360,2.7,-0.337872651,-0.445165838,-0.239591841,0.032901949,-0.269599798,0.409888128,0.766174968,0.254086875,0.125295751
NCGC00346550,2.7,1.109449518,1.127505206,0.866144266,1.02604989,1.063759463,0.951830235,0.607494042,1.396362172,1.085854215
NCGC00346688,2.7,-0.248832081,-0.233402404,-0.65270075,-0.499285456,-1.173145316,-0.413434036,0.009765071,-0.56355387,-0.718980259
NCGC00379339,2.7,0.700050672,0.791150199,0.650480665,0.767361385,0.584696199,0.697327418,0.414043706,1.087178892,1.213963329
NCGC00344508,2.7,0.300075287,-0.2697833,-0.193711092,-0.107495142,-0.24166584,-0.258771354,0.318002561,-0.181493718,-0.332613679
NCGC00351596,2.7,-1.619866245,-1.150127155,-1.393265752,-1.556473531,-1.325955347,-2.185613976,-1.074720075,-1.317352533,-2.384887166
NCGC00483928,2.7,-1.535926554,-1.585273307,-1.266164614,-1.267171571,-1.984922196,-1.065523042,-0.057038451,-1.652298156,-0.99022625
NCGC00356803,2.7,-0.285007365,-0.371985477,-0.481203785,-0.28165691,-0.22307503,-0.373173899,0.260291213,-0.558226364,-0.220874575
NCGC00346488,2.7,0.514552151,0.124891901,0.088830175,0.067914949,0.606018955,-0.195936788,-0.134572775,-0.551816812,0.091352781
NCGC00015608,2.7,-0.410494777,-0.890215701,-0.32887433,-0.317483922,-0.379717782,-0.255385873,0.473376406,-0.47876141,-0.269797906
NCGC00263101,2.7,0.544519227,0.84557996,1.208211954,0.795195184,0.966856851,0.635751921,0.400749289,0.883464722,0.876427551
NCGC00250387,2.7,0.017181366,-0.006586698,-0.576725402,-0.278206191,0.366613766,-0.655711439,-0.582290267,-0.293812904,-0.494317954
NCGC00481082,2.7,-1.133750395,-0.862731522,-1.481760621,-0.793691807,0.583532085,-1.245995475,-0.612597681,-0.690445268,-0.905785577
NCGC00351602,2.7,-1.183612017,-0.667272236,-0.349051557,-1.036469077,-1.090680155,-1.590603658,-1.229522791,-0.898692367,-1.282317836
NCGC00346655,2.7,0.745711587,0.631227308,1.011691655,0.672608035,0.214015104,0.584348693,1.085576587,0.210210017,0.898083325
NCGC00871102,2.7,-0.914956634,0.488717171,0.505287897,0.66177168,1.097949323,2.127610193,0.430719192,0.230631293,1.328215008
NCGC00263093,2.7,1.073625801,0.758093682,0.963630327,0.753872735,1.106101769,1.200745609,-1.116810149,0.877697994,1.16789685
NCGC00167793,2.7,0.235677605,0.308160092,0.06366518,-0.014765932,0.448615895,-0.468947696,-0.547125886,-0.154428605,-0.003744037
NCGC00378614,2.7,0.157487809,0.468529335,0.275661919,0.445121137,0.936146861,0.086998375,0.53433437,0.75084059,0.350969836
NCGC00689318,2.7,0.63313457,0.563284662,-0.065845065,0.659228298,0.895305154,0.699234129,1.049157318,0.94637881,0.55317681
NCGC00351477,2.7,0.543273693,0.579673038,0.52716265,0.599898875,1.114950954,0.21794985,0.326082331,0.687179976,0.802918508
NCGC00378978,2.7,-2.590049078,-2.508682771,-2.261699123,-2.560451869,-2.521152296,-3.202987657,-2.116204152,-2.861608715,-2.421231157
NCGC00345808,2.7,0.230940591,0.074197545,-0.393279438,-0.807685713,-0.034489587,-1.352248501,-0.970269905,-2.090083184,-1.926253225
NCGC00242482,2.7,-0.270063679,-0.507101409,-0.763244746,-0.429725307,-0.572167055,-0.233017709,0.115218859,-0.699509883,-0.507916833
NCGC00263146,2.7,-0.551700907,0.173133886,-0.562168884,-0.280410374,-0.344731155,-0.309110364,0.28276779,-0.52624563,-0.405227725
NCGC00189074,2.7,0.329597758,0.469643151,0.187682692,-0.008764098,0.813198159,-0.741742388,-0.572789063,-0.400799584,-0.154903508
NCGC00263159,2.7,-0.215382731,-0.379105774,-0.688569219,-0.135971783,-0.595443097,0.079420001,0.537441118,0.234819264,-0.060953825
NCGC00347956,2.7,-0.16294881,-0.121225179,0.250867057,0.052306679,-0.124888295,0.127876744,0.842206537,0.089667014,-0.483101639
NCGC00386306,2.7,-0.883910264,-0.658204476,-0.804921451,-0.90649924,0.427304963,-1.893356055,-1.232520415,-1.014988455,-1.191397766
NCGC00351599,2.7,0.178439801,0.032905422,0.315851724,0.113200258,0.590666223,0.02380396,0.376667764,-0.687620184,0.074887353
NCGC00092284,2.7,-3.069679078,-1.620642241,-1.307369613,-1.580430239,-1.388833678,-1.338787778,-0.930682975,-1.403949449,-1.583497096
NCGC00189073,2.7,-0.763317877,-0.92356309,-0.327607157,-1.121917112,-0.099637309,-1.404982068,-4.143037482,-0.529255723,-0.783936189
NCGC00508855,2.6,0.339565698,0.822610336,-0.351101896,0.404476749,0.910149776,0.803598167,0.009262978,0.049526573,0.652202363
NCGC00018153,2.6,0.558449668,0.738399395,1.255237334,0.248031305,0.810475442,0.223885545,-1.625235326,-0.32803558,0.351073963
NCGC00346640,2.6,-1.897162756,-1.533136345,-1.48977852,-2.186805413,-2.154502401,-1.946638419,-2.533639175,-3.017539804,-2.922045882
NCGC00167513,2.6,0.270782298,0.46590469,-0.158536537,0.161273132,0.016477151,-0.014209469,-0.085388914,0.412316145,0.382839692
NCGC00346896,2.6,-0.400108157,-0.576941645,-0.356169472,-0.747136344,-0.473662157,-0.352437192,-0.206804738,-2.444918661,-1.166048727
NCGC00344623,2.6,1.115535122,0.855485359,0.606005723,1.062973274,1.470305325,1.371771661,0.819355793,1.147165922,1.118161289
NCGC00378591,2.6,-0.769177694,-0.670453711,-0.926613339,-0.554171235,-0.511705266,-0.672103805,-0.106640492,-0.679582658,-0.097092912
NCGC00015264,2.6,0.95332503,0.94837079,0.909978954,0.670750239,0.459851911,0.469650219,0.784881103,0.356554954,0.483388955
NCGC00687529,2.6,-0.490194039,-0.799773673,-1.185500936,-0.450220329,-0.028782526,-0.604605727,0.445867276,0.01242954,-0.951202549
NCGC00386735,2.6,0.405673923,0.349196268,1.107414643,0.400886627,0.21144217,0.15511614,0.716249275,-0.071198595,0.333199193
NCGC00350780,2.6,-0.052561358,0.293350477,0.20994989,-0.21612666,1.127901118,-1.035592148,-1.186730475,-0.635479288,-0.449851495
NCGC00686993,2.6,0.650451695,0.876813284,0.397078839,0.510080012,0.256819053,0.81448875,-0.032665031,0.731391869,0.386261639
NCGC00346947,2.6,0.496265958,0.21063869,0.579711664,0.518529127,0.359237634,0.626224442,0.447232586,0.79187809,0.637043952
NCGC00378943,2.6,-0.208430755,0.249125515,-0.48150104,-0.134415786,0.17624646,-0.269328424,-0.101333082,-0.126651783,-0.313453179
NCGC00179578,2.6,0.870243189,0.868091384,-0.070676804,0.618982955,0.57443115,0.747089738,0.619403274,0.866290938,0.476990769
NCGC00346478,2.6,0.018606843,0.021264988,0.695273417,0.108269759,0.478388022,-0.13911706,-0.210923807,0.131468782,-0.12880311
NCGC00857348,2.6,0.343573876,0.651882614,1.031005488,0.533815688,1.601112736,0.375512183,-0.437103143,0.253470324,0.451071422
NCGC00241097,2.6,0.445465323,0.784323893,0.5804481,0.770933294,0.322371912,1.009950156,1.083139838,0.92905515,1.012711978
NCGC00378661,2.6,0.542049463,1.086757193,1.423690796,0.573824868,0.229920395,0.309218378,0.883699383,-0.281777095,0.397040428
NCGC00165738,2.6,0.332879454,-0.476855452,-0.477452917,-0.160736602,-0.385203338,-0.053522312,0.500068214,-0.463069225,-0.262737243
NCGC00247878,2.6,-2.821368707,-2.787814886,-3.021198814,-3.160093682,-3.23799357,-3.298420683,-3.58925862,-2.477490805,-4.047203368
NCGC00247879,2.6,0.367418759,0.003780589,-0.140243215,-0.210407902,0.373088701,-0.448844113,-0.956602148,-0.201925843,-0.679935943
NCGC00475744,2.6,-1.399734173,-1.643527688,-1.493363616,-1.403157679,-1.862554391,-1.941664382,-1.002045939,-0.991190545,-0.891180698
NCGC00689261,2.6,-3.199295628,-2.958086975,-2.878510853,-2.323092124,-1.858104848,-1.845181611,-1.066505751,-3.138657797,-1.64039353
NCGC00250382,2.6,-0.114821161,-0.642072232,-0.047401553,-0.003089448,-0.14018584,-0.225946332,1.122979925,0.200921139,-0.17818953
NCGC00345784,2.6,-0.558984045,-1.134382833,-1.093587024,-0.875586607,-1.296583914,-0.968102345,-0.222977105,-1.651461626,-0.078613965
NCGC00843625,2.6,0.281755515,0.347391841,0.801763993,0.446961239,0.255048161,0.643030786,0.01407906,0.46513041,0.767490143
NCGC00163700,2.6,-1.646643898,-1.023245856,-1.534767954,-0.861031993,-1.199631116,0.028373885,-0.039379862,-1.627186088,0.154224948
NCGC00351475,2.6,-0.306548446,0.134501035,0.026352976,-0.056965476,-0.080243443,-0.395468882,0.624942964,-0.091201106,-0.368058909
NCGC00345083,2.6,-0.710167868,-0.220608997,0.409906918,-0.362433092,-0.45764729,-0.351972057,-0.502413054,-0.551570371,-0.51499202
NCGC00263142,2.6,-0.127388059,-0.760107017,-0.200749007,-0.212700799,-0.323598599,-0.190357207,0.329429074,-0.316512725,-0.112322855
NCGC00091250,2.6,-2.47123943,-1.817028235,-1.81172168,-1.749435121,-1.283179815,-1.579229127,-1.514222828,-2.514165444,-1.00469441
NCGC00013226,2.6,0.276947909,0.357971741,-0.099133135,-0.000731893,0.422318652,-0.445173494,-0.133977553,-0.164583356,-0.220225907
NCGC00386313,2.6,-0.208082549,-0.49749625,-0.814457128,-0.450645412,0.011152933,-0.460563185,0.128452379,-1.279610602,-0.484558897
NCGC00378965,2.6,0.32167501,0.057983068,-0.246286714,0.233160168,0.160136148,0.11014008,0.411886407,0.571642566,0.478104776
NCGC00189075,2.6,-1.411594589,-1.866571,-1.245332479,-1.851114269,-1.716375399,-2.98312333,-2.720409263,-1.642769706,-1.222738387
NCGC00189075,2.6,-1.776705255,-1.536449623,-0.752120141,-1.800251128,-1.716375399,-2.98312333,-2.720409263,-1.642769706,-1.274056309
NCGC00242511,2.6,0.087084051,0.570014076,-0.051539953,0.412453625,0.73465092,0.409400585,0.574551151,0.62460497,0.350863199
NCGC00841738,2.6,0.451546959,0.695173129,0.799352582,0.46064426,0.638044382,0.661753482,-0.142332235,0.603611864,-0.021996088
NCGC00841741,2.6,-0.63997854,-0.435398456,-1.257860461,-0.767761087,-0.624131744,-0.415897475,-0.914288984,-1.241322342,-0.613210693
NCGC00263138,2.6,0.136690324,0.342985619,0.244709,-0.024544053,-0.174580423,-0.101273059,0.23961458,-0.442572122,-0.441926343
NCGC00263108,2.6,0.169874952,0.254115411,-0.598582062,-0.143044374,-0.244183325,0.262536329,-0.243732062,-0.570599245,-0.173784993
NCGC00856662,2.6,-0.487722912,-0.51918772,-0.034328791,-0.612921904,-0.160340254,-0.637042127,-2.165776772,-0.555322479,-0.34365418
NCGC00346537,2.6,1.284767202,0.694386734,0.542460757,0.806725863,1.251604164,1.06464018,0.349475237,0.596698918,0.669773709
NCGC00263177,2.6,-0.852009307,-0.168083023,-0.510887062,-0.445913547,-0.619551932,-0.356696653,-0.289218042,0.003805449,-0.77466781
NCGC00379220,2.6,0.455061199,0.456672656,0.772437542,0.409951513,0.618410295,0.608111664,0.464339559,-0.234649027,0.139228217
NCGC00263133,2.6,-0.661398733,-0.497431576,-1.011834214,-0.961930215,-0.778084614,-0.770964807,-1.099262206,-2.378945238,-0.497520328
NCGC00022678,2.6,0.925284454,0.62326601,-0.115112068,0.641291784,0.829451005,0.82751686,0.347637177,0.890417434,0.801873398
NCGC00346496,2.6,-0.16202972,0.018345251,-0.010201263,-0.736502878,-0.458480167,-1.585149096,-1.392013102,-1.012223872,-1.29027105
NCGC00485941,2.6,0.700154538,0.448551344,0.395827486,0.722927489,0.594192024,0.839036959,0.825995013,0.995932971,0.983729578
NCGC00167767,2.6,-0.16672659,0.141412602,-0.117312791,-0.401365477,-0.549917497,-0.74769951,-0.611270932,-0.133973132,-1.025435966
NCGC00016107,2.6,-0.088653178,-0.458832081,-1.122674375,-0.42870676,-0.121624849,-0.839778206,-0.395723267,0.150586207,-0.552954332
NCGC00510489,2.6,0.406594852,0.147162151,0.040306445,0.214985912,-0.473667267,0.635622762,0.034098273,0.530281025,0.399489054
NCGC00378622,2.6,-0.524457857,-0.701282483,-0.787616558,-0.794855189,-0.348123308,-1.144188174,-1.192108986,-0.693861841,-0.967202304
NCGC00841327,2.6,0.824545775,1.159129394,1.740746952,0.985233649,0.517617634,1.127482466,1.115713806,0.856590348,0.54004282
NCGC00263232,2.6,-1.020714411,-0.899771015,-0.642717877,-0.608074157,-0.878283295,-0.510390342,-0.061107404,-0.290634667,-0.560974246
NCGC00167768,2.5,0.476837339,0.405617421,0.262639568,0.263084742,-0.010900245,0.023140381,-0.270603015,0.281162557,0.936783932
NCGC00346475,2.5,0.368901617,0.317724324,-0.001214952,0.088186308,-0.282676898,-0.177185394,0.260489157,-0.031620173,0.251072786
NCGC00386237,2.5,0.234776463,0.287661202,0.55230698,0.183764722,0.801182715,0.014937865,-0.535598656,0.220960217,-0.106109011
NCGC00181306,2.5,-2.51797088,-3.071244239,-2.224548584,-2.344449007,-2.480346683,-2.00752284,-1.19996538,-3.033256767,-2.220736684
NCGC00025155,2.5,-3.262814348,-3.040502345,-2.255438439,-2.385879444,-2.780567265,-2.208887592,-1.02431953,-2.448630718,-2.06587532
NCGC00346436,2.5,0.005975506,0.118306138,0.140149978,-0.31951097,-0.60798177,-0.699169439,-0.747801137,-0.457518871,-0.308048164
NCGC00871220,2.5,0.793835541,0.589243904,-0.10718638,0.58740093,0.60287269,0.78940207,0.944141741,0.721626215,0.36527166
NCGC00263181,2.5,0.879074596,0.60051492,0.498981437,0.684748714,0.839276839,1.059991714,0.570358048,0.614454457,0.415337703
NCGC00509991,2.5,0.250940839,0.107006321,0.453620095,0.116748542,0.286797246,-0.305464155,-0.087282133,0.015359946,0.213010177
NCGC00164547,2.5,1.201325488,1.100625014,0.975265282,0.68099845,0.826698095,0.985137283,-1.53575409,0.770965511,1.123725018
NCGC00842091,2.5,-1.127429378,-0.433928299,-1.44613651,-1.008571731,-0.421565692,-0.946994132,-1.4508517,-1.735025623,-0.506642511
NCGC00841731,2.5,0.796851935,0.56967585,0.583740279,0.659334249,0.784476924,0.401097855,0.929551827,0.432296983,0.776982341
NCGC00482799,2.5,0.370963797,0.220234342,0.07386246,0.516439836,0.149367707,1.147278273,0.890403902,0.5728118,0.706596406
NCGC00346806,2.5,1.113096058,0.869640084,-0.272284517,0.497309516,0.866654913,0.121913647,0.571375796,0.303656578,0.404423568
NCGC00687543,2.5,0.666807646,0.529185964,0.716181029,0.574118919,0.807788432,0.497746661,0.440950018,0.589715561,0.344576044
NCGC00842103,2.5,0.130819353,0.018974115,0.361218783,-0.213044043,0.389982071,-0.834216481,-0.893938932,-0.976117333,0.09892608
NCGC00507838,2.5,-1.251866073,-0.887443834,-0.798409712,-0.878132924,0.567632822,-1.45816828,-1.115854872,-1.206479434,-0.874474009
NCGC00015096,2.5,0.718669439,0.600689757,0.470999898,0.208568064,0.47056711,-0.138412736,0.559002093,-0.760150249,-0.252820798
NCGC00347946,2.5,0.191749152,0.364352238,0.721067951,0.514704447,0.507428042,0.745717423,0.621516814,0.354532423,0.611271534
NCGC00165952,2.5,1.096008773,0.798062697,0.643145096,0.567484956,0.277869896,0.646098462,1.118471577,-0.1544739,0.114697051
NCGC00346602,2.5,1.141535139,0.918301023,0.483071031,0.817684428,0.490085558,1.033455399,0.377666146,1.112467184,0.984893945
NCGC00386723,2.5,0.52164681,0.742101751,0.534792816,0.654952962,0.49769934,1.055989792,0.230475427,0.842897206,0.814020555
NCGC00496830,2.5,-0.410699553,0.465187245,0.322905704,0.37677959,0.143164662,0.682510634,0.233064421,0.677832225,0.90027138
NCGC00378587,2.5,1.010559412,0.902068368,0.713079761,0.725648439,-0.274021331,0.913703256,0.942013701,0.582661645,1.015122699
NCGC00346458,2.5,-0.666292486,-1.300213612,-1.256699785,-1.243667075,-0.93475407,-0.824959943,-2.545696982,-1.187322905,-1.233396818
NCGC00871098,2.5,-0.477630176,-0.037058822,-0.608301015,-0.09468713,0.221786909,-0.174335082,-0.200034872,0.398854558,0.119221456
NCGC00346670,2.5,-0.076813827,-0.172007122,0.178145896,0.221737273,0.067942495,0.49896238,0.223945759,0.500232833,0.553489774
NCGC00484006,2.5,-1.146926613,-1.298080892,-1.418659107,-1.050422621,-1.183372703,-0.699980264,-0.272488381,-0.861185424,-1.522687584
NCGC00263215,2.5,-1.318864216,-1.047108479,-0.975308934,-0.968700323,-1.446422373,-0.467115402,-0.874530258,-0.920179054,-0.70007387
NCGC00378636,2.5,-0.407732958,-0.455555733,-0.507818837,-0.88959557,-0.313391123,-2.003258938,-0.504562179,-0.866679415,-2.05776538
NCGC00347217,2.5,-0.865106001,-0.912236591,-0.903524307,-0.71284063,-0.714967416,-0.746495521,-0.098419466,-0.547091735,-0.914884004
NCGC00390552,2.5,-0.514157875,-0.456531357,-0.370450531,-0.631554601,-0.6202712,-1.338636419,0.031138522,-0.7147229,-1.068805052
NCGC00090749,2.5,-0.328884727,-1.038664635,-0.595961533,-0.603114571,-0.266954087,-0.486659325,-1.380222801,-0.41136102,-0.316208439
NCGC00346628,2.5,-0.510084557,-1.086281325,-0.412817072,-0.544762462,-0.816808868,-0.422774469,0.091169243,-0.56181053,-0.638692116
NCGC00378588,2.5,-0.083284731,-0.087151581,-0.172138905,-0.491897212,-0.223566027,-0.829918266,-1.039875221,-0.834771296,-0.664471667
NCGC00480785,2.5,0.0072152,0.171743538,0.279970791,-0.233130204,0.331521432,-0.722764464,-0.113511444,-1.173824463,-0.645392219
NCGC00386518,2.5,0.446393805,0.527393046,0.230937317,-0.180653259,0.086454133,-0.958554964,-0.157647683,-0.866755455,-0.753446272
NCGC00689100,2.5,0.836203998,0.671351135,0.677984944,-0.092788514,0.641302365,-0.597492646,-1.272568043,-1.096553553,-0.602536309
NCGC00386681,2.5,-0.025122807,-0.249078322,-0.122439922,-0.078550067,0.298856497,-0.108729741,-0.139055273,-0.00418219,-0.278648777
NCGC00856827,2.5,0.33751242,-0.112095041,0.00126298,-0.075677656,-0.012957744,-0.533084711,0.475741603,-0.173750874,-0.588049885
NCGC00510498,2.5,0.083298649,0.082837879,0.861573639,0.036294775,0.47321725,-0.317243888,-0.161765298,-0.30287049,-0.42868954
NCGC00386429,2.5,0.032371587,0.004479979,-0.23157961,0.217166205,1.043951406,0.137820559,-0.160106053,0.317436407,0.592955366
NCGC00186047,2.5,0.355565102,0.574326104,-0.175738656,0.270285555,0.815507226,0.340795399,-0.0397204,0.424298177,-0.132748512
NCGC00378826,2.5,0.121766854,0.284650958,1.442504741,0.322751289,-0.33496526,0.349196282,0.292806521,0.08271747,0.343332747
NCGC00379068,2.5,-0.015049275,0.086424176,0.482223487,0.349880912,0.332015811,0.191365703,1.258439637,0.603935595,-0.14030784
NCGC00263207,2.5,0.542160909,0.476010423,0.486406984,0.496399131,0.416934682,0.589806002,0.293634533,0.692160781,0.474078734
NCGC00094818,2.5,0.479814237,0.537985773,0.631785053,0.524775962,0.318745169,0.377592212,0.769040182,0.66497454,0.418270533
NCGC00164571,2.5,0.596127376,0.668288868,0.110952941,0.587950807,0.404204167,0.633104014,0.915380314,0.554506788,0.821041986
NCGC00386134,2.5,0.676506581,0.825948307,1.544788429,0.976684064,0.847118263,1.140040662,0.807064953,0.818729217,1.153276102
NCGC00263124,2.5,1.741618834,1.183008446,0.901985016,1.010138413,1.252533763,0.743978614,0.617477516,0.775515194,0.864989924
NCGC00189140,2.5,0.647986128,0.631073713,0.762807307,0.767132995,0.910562673,0.916433517,0.684902648,0.927698953,0.655599024
NCGC00856663,2.5,0.388159692,0.942021143,1.1444065,0.649784313,0.275176384,1.198912415,0.133899899,0.598742048,0.516956425
NCGC00842473,2.5,-0.96330529,-0.445141612,-0.623241032,-0.415590062,-0.250716533,-0.020494899,-0.467469231,-0.388415179,-0.165936718
NCGC00386231,2.5,-0.596345456,-0.352961956,-0.199447192,-0.199010426,-0.258467998,0.071761929,0.718178538,0.02859632,-1.003397596
NCGC00689252,2.5,-1.36973275,-0.903308856,-0.468141957,-1.288379025,-1.006109406,-2.100224792,-1.855637864,-1.258852464,-1.345024113
NCGC00386129,2.5,-0.921289307,-0.461104714,-0.564564847,-0.789947813,-0.392071504,-0.836167105,-0.404990687,-1.042889733,-1.696504606
NCGC00346713,2.5,-0.395688628,-0.22899554,-0.768414753,-0.955654239,-0.436855184,-1.942976631,-1.771836429,-1.180638784,-0.919827961
NCGC00842099,2.5,-0.696209601,-0.60248978,-0.866287164,-0.749614421,-0.090512378,-1.046917663,-0.144547575,-0.739729994,-1.810221215
NCGC00483118,2.5,0.611868796,0.638028756,0.483908664,0.35437185,0.638622685,0.427200254,-0.020356885,0.199395235,-0.143692704
NCGC00347947,2.5,0.357340322,0.337482919,1.148352451,0.63622533,0.664640923,1.066679008,0.202629547,0.749756806,0.562920666
NCGC00842110,2.5,-2.544300254,-2.467193939,-1.810530523,-1.957570285,-2.601759788,-1.8482652,-1.177732751,-1.503551329,-1.707228498
NCGC00650285,2.5,0.11363597,0.332348144,0.490480968,0.169578445,0.521594933,0.711005316,-0.142147674,-0.814681189,0.144391088
NCGC00387821,2.5,-0.115854585,-0.431043896,-0.597585811,-0.764100757,0.015647096,-1.118916698,-1.963703352,-0.962325666,-0.939023146
NCGC00856660,2.5,-0.932898913,-0.68345548,-0.331181324,-0.524522083,-0.285002541,-0.542102934,-0.066244266,-0.784433631,-0.570857575
NCGC00390575,2.5,1.111511693,1.350358422,1.362863449,1.052687332,0.794041886,1.083722185,0.816940573,1.072572927,0.829487522
NCGC00167982,2.5,-0.550996736,0.038628399,-0.270876359,-0.526918748,-0.477208854,-0.775803615,-0.229860986,-1.136185705,-0.813046128
NCGC00841329,2.5,-0.824702476,-0.635336916,-0.599340564,-1.265079693,-1.034880439,-2.011622461,-0.706849049,-1.835245248,-2.472660388
NCGC00014911,2.4,-1.50754889,-1.454873759,-2.432928722,-1.39839631,-2.052335115,-0.468754393,-0.573162677,-0.924991827,-1.772575096
NCGC00689279,2.4,0.491003113,0.774288158,1.264363929,0.834646628,0.992543934,0.936414043,0.79462203,0.974429784,0.449508037
NCGC00167972,2.4,0.327038177,0.728702193,0.249618227,0.407433357,1.268082856,0.114165813,-0.005288873,0.568163311,0.008985156
NCGC00485430,2.4,1.172240699,0.68954892,1.005929301,0.593822492,0.867877766,0.347889862,-0.990732018,0.958093854,0.69973155
NCGC00183039,2.4,1.134645259,0.973463834,0.609125622,0.682334935,0.616231236,0.887337172,-0.419789972,0.902409617,0.75525671
NCGC00090808,2.4,0.577101854,1.055495029,0.674608274,0.940305714,0.97573339,1.000988492,0.685247063,1.210663229,1.342608382
NCGC00015889,2.4,0.734895513,0.701417762,0.616375356,0.791536013,1.316797436,0.712450764,0.501847472,0.736285627,1.012218176
NCGC00378974,2.4,0.146736332,0.250328829,0.280721721,0.296900868,0.358347078,0.269295921,-0.23603302,0.851116513,0.454693572
NCGC00372509,2.4,0.6352124,1.057152322,1.250890425,0.806560673,0.300589536,0.747906901,0.94601934,0.822677537,0.692036923
NCGC00346707,2.4,0.21571105,0.714860136,0.605258576,0.030786926,0.119127755,-0.331975278,-0.068855671,-0.776949924,-0.230881237
NCGC00241411,2.4,1.272030097,0.578739292,0.551661183,0.787621829,0.927049471,0.925861645,0.471299051,0.75785324,0.816480653
NCGC00092357,2.4,0.579634633,0.446339258,0.415395008,0.173983088,0.097713589,-0.194114172,0.408053125,-0.676519064,0.315362328
NCGC00247785,2.4,-0.939544286,-0.57576483,-0.710389976,-0.830743962,-0.662914968,-0.885051812,-0.946794569,-1.155812407,-0.76967885
NCGC00093976,2.4,-2.389884688,-1.706618477,-1.025123624,-2.075368519,-2.332408438,-2.296966552,-1.826770971,-2.374336607,-2.650838797
NCGC00689258,2.4,0.6131622,0.588658351,0.428102427,0.719869372,0.766780813,0.998628612,0.793399703,0.803413294,0.766809579
NCGC00510750,2.4,-0.087492239,0.463729699,0.301249943,0.403743715,0.437571056,0.742860461,0.45215376,0.39957888,0.52029816
NCGC00379163,2.4,-1.089433854,0.00015322,-0.203379988,-0.366803817,0.121805063,-0.613536951,-0.394146673,-0.309766178,-0.446125177
NCGC00856421,2.4,1.336550805,1.06695179,0.81286633,0.803802054,0.778518155,0.491054548,0.728659345,0.70464979,0.511165674
NCGC00481403,2.4,-0.317303155,-0.30769341,-0.319157985,-0.264668223,-0.122249966,-0.707186433,0.006610869,-0.034582329,-0.315783377
NCGC00185756,2.4,0.513257867,0.536150121,0.131582951,0.461406303,1.049371997,0.43846293,0.722104468,-0.397239534,0.697559624
NCGC00345848,2.4,0.789030148,0.792335543,-0.274853914,0.58783487,0.432244755,0.716390043,0.607426983,0.724860986,0.915244417
NCGC00345815,2.4,-1.113395864,-1.137092132,-0.261617411,-0.955081536,-1.242288993,-0.601682342,-0.802460887,-1.063753796,-1.418360861
NCGC00249390,2.4,0.013194037,0.176732324,-0.041119403,-0.014608228,0.133038659,-0.132002157,-0.398853055,0.075144734,0.056999041
NCGC00386720,2.4,0.533981278,0.746519467,0.752658644,0.742019402,0.920660142,0.896030281,0.850129451,0.561465672,0.674710284
NCGC00024246,2.4,-2.431082757,-2.558804785,-1.864374091,-2.415018411,-3.089703101,-2.47985647,-2.053917176,-2.324820318,-2.517588588
NCGC00016000,2.4,-2.993453122,-3.365477467,-3.106094342,-2.379102963,-3.085246941,-1.092352624,-2.501062476,-0.36350879,-2.52562794
NCGC00510496,2.4,-2.639312804,-2.538671055,-2.548417607,-2.56882051,-2.197185693,-2.716033649,-2.387202358,-1.969653011,-3.554087902
NCGC00841744,2.4,0.585541633,0.660310269,0.83458521,0.59786296,0.44566551,0.875661971,0.045863381,0.640215646,0.695060058
NCGC00159456,2.4,0.383484934,-0.295928101,0.041278137,0.371643489,0.089900837,0.681953983,0.627915352,0.696656607,0.747886159
NCGC00601819,2.4,-0.350044338,-0.074586777,-0.28034475,-0.333020923,-0.200299607,-0.409705499,-1.173083191,-0.230212955,0.054109737
NCGC00263199,2.4,0.232934881,0.230259266,0.55214272,-0.097089106,0.08702891,-0.493103808,-0.607122902,-0.445741606,-0.333110311
NCGC00263210,2.4,-0.06764726,-0.34426177,-0.092368448,0.174905112,-0.21806183,0.416720916,1.227862346,0.315115742,0.161881201
NCGC00378665,2.4,-0.937394635,-0.576366303,-0.005593753,-0.19889643,0.143857165,0.28186302,0.442994772,-0.95811265,0.017580946
NCGC00346635,2.4,-1.267903452,-1.377422249,-1.641398624,-1.090833404,-1.670627817,-0.87109887,-0.51831635,-0.6924267,-0.687473174
NCGC00250380,2.4,0.094345136,0.383097652,0.18872454,-0.010037771,0.432173917,0.134789429,-0.566744598,-0.498383897,-0.248304348
